Country Code	Time	"Adult literacy rate, population 15+ years, both sexes (%)"	"Agriculture, value added (% of GDP)"	"Central government debt, total (% of GDP)"	CO2 emissions (metric tons per capita)	"Death rate, crude (per 1,000 people)"	Female headed households (% of households with a female head)	"Foreign direct investment, net (BoP, current US$)"	GDP (current US$)	GDP growth (annual %)	GDP per capita (current US$)	GINI index (World Bank estimate)	"GNI per capita, Atlas method (current US$)"	"GNI per capita, PPP (current international $)"	"Inflation, consumer prices (annual %)"	"Inflation, GDP deflator (annual %)"	Internet users (per 100 people)	"Life expectancy at birth, total (years)"	Long-term unemployment (% of total unemployment)	"Long-term unemployment, female (% of female unemployment)"	"Long-term unemployment, male (% of male unemployment)"	Population ages 0-14 (% of total)	Population ages 15-64 (% of total)	Population ages 65 and above (% of total)	Population growth (annual %)	"Population, female (% of total)"	"Population, total"	Poverty headcount ratio at national poverty lines (% of population)	Unemployment with primary education (% of total unemployment)	"Unemployment with primary education, female (% of female unemployment)"	"Unemployment with primary education, male (% of male unemployment)"	Unemployment with secondary education (% of total unemployment)	"Unemployment with secondary education, female (% of female unemployment)"	"Unemployment with secondary education, male (% of male unemployment)"	Unemployment with tertiary education (% of total unemployment)	"Unemployment with tertiary education, female (% of female unemployment)"	"Unemployment with tertiary education, male (% of male unemployment)"	"Unemployment, female (% of female labor force) (modeled ILO estimate)"	"Unemployment, female (% of female labor force) (national estimate)"	"Unemployment, male (% of male labor force) (modeled ILO estimate)"	"Unemployment, male (% of male labor force) (national estimate)"	"Unemployment, total (% of total labor force) (modeled ILO estimate)"	"Unemployment, total (% of total labor force) (national estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth male (% of male labor force ages 15-24) (national estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)"	"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)"	Women who were first married by age 18 (% of women ages 20-24)	Grand Total
ALB	2005	0	21.2343279	0	1.412498211	5.957	0	-258417488.7	8158548717	5.720819953	2709.142931	30.6	2670	6320	2.366581957	2.621017633	6.043890864	76.08160976	0	0	0	26.29110251	65.12670286	8.582194634	-0.511790116	49.74569881	3011487	18.5	0	0	0	0	0	0	0	0	0	12.19999981	0	12.80000019	0	12.5	0	17.10000038	0	23.29999924	0	20.60000038	0	7.5	8158548717
ALB	2006	0	20.22234444	0	1.302576367	6.131	0	-314638316.8	8992642349	5.431012734	3005.012903	0	3090	7270	2.370728319	2.696049257	9.609991316	76.28612195	0	0	0	25.25435624	65.72373728	9.021906481	-0.630911245	49.7399812	2992547	0	0	0	0	0	0	0	0	0	0	13.10000038	0	12	0	12.39999962	0	19.10000038	0	22.89999962	0	21.29999924	0	0	8992642349
ALB	2007	0	19.87479759	0	1.322334855	6.321	0	-647365283.8	10701011897	5.900000009	3603.013685	0	3480	7870	2.932682482	3.576194799	15.03611541	76.47029268	0	0	0	24.2331648	66.28532351	9.481511693	-0.755718755	49.68442456	2970017	0	0	0	0	0	0	0	0	0	0	12.69999981	12.19999981	14	14.39999962	13.5	13.5	17.70000076	15.80000019	25.5	22.79999924	22.29999924	19.79999924	0	10701011897
ALB	2008	95.93863678	19.42053473	0	1.484311139	6.508	0	-874269998.9	12881352688	7.529999989	4370.539647	29.98	4050	8810	3.359242418	3.85766182	23.86	76.65207317	0	0	0	23.22307823	66.81642951	9.96049226	-0.767342959	49.61021231	2947314	12.4	0	0	0	0	0	0	0	0	0	13.89999962	13.5	12.39999962	12.5	13	13	25.39999962	23.79999924	27.29999924	25.5	26.5	24.70000076	0	12881352688
ALB	2009	0	19.40978082	0	1.495600199	6.684	15.6	-951522038.6	12044212904	3.350000009	4114.136545	0	4280	9190	2.280502222	2.422634225	41.2	76.84036585	65.5	66.69999695	64.19999695	22.2681019	67.277976	10.4539221	-0.673894046	49.56742344	2927519	0	43.5	43.70000076	43.29999924	40	36.40000153	43.70000076	15.10000038	18.10000038	12.10000038	16.39999962	15.89999962	12	12.19999981	13.80000019	13.80000019	25.60000038	22.20000076	24.89999962	21.60000038	25.20000076	21.89999962	9.6	12044212904
ALB	2010	0	20.65818885	0	1.578573584	6.841	0	-1043377670	11926953259	3.709999994	4094.358832	0	4360	9210	3.552267388	4.489981434	45	77.03695122	0	0	0	21.42512293	67.62005911	10.95481796	-0.496461963	49.59276442	2913021	0	0	0	0	0	0	0	0	0	0	17.10000038	15.89999962	12.19999981	12.80000019	14.19999981	14.19999981	23.70000076	20.70000076	27.29999924	23.79999924	25.79999924	22.5	0	11926953259
ALB	2011	96.84529877	20.95812415	0	1.803972418	6.981	0	-847551617.6	12890867539	2.550000005	4437.811999	0	4390	9610	3.450347153	2.310201067	49	77.24058537	74	75.09999847	73	20.6090069	68.15690174	11.23409136	-0.283303108	49.70010499	2904780	0	42.5	37.79999924	46.59999847	39.70000076	41.09999847	38.5	13.60000038	17.5	10.30000019	15	14.39999962	13.30000019	13.60000038	14	14	24.20000076	21.39999962	28.89999962	25.5	27	23.89999962	0	12890867539
ALB	2012	97.24697113	21.66068033	0	1.624721963	7.109	0	-835678925.8	12319784787	1.419999998	4247.839852	28.96	4360	10280	2.03159594	1.039960616	54.65595904	77.44397561	77.30000305	80.40000153	75.30000305	19.92809304	68.57029986	11.50160709	-0.156175016	49.87129717	2900247	14.3	40.70000076	36.90000153	43.20000076	40.59999847	35	44.20000076	16.29999924	26.79999924	9.699999809	13	12.10000038	14.60000038	14.5	13.89999962	13.39999962	24.29999924	22	31.10000038	31.39999962	28.29999924	27.89999962	0	12319784787
ALB	2013	0	22.50308997	0	1.662184826	7.232	0	-1225632063	12781029644	1.109999993	4412.345578	0	4480	10440	1.937617549	0.218876859	57.2	77.64046341	72.59999847	77.59999847	69.69999695	19.38229399	68.84802418	11.76968183	-0.124031847	50.07340596	2896652	0	40.59999847	38.20000076	42.09999847	41.20000076	35.20000076	44.70000076	15.30000019	23.79999924	10.39999962	13.80000019	13.19999981	17.60000038	17.5	16	15.60000038	24.10000038	26.10000038	32	32.5	28.70000076	30.20000076	0	12781029644
ALB	2014	0	22.8962858	0	0	7.35	0	-1073712639	13277963807	2	4588.64944	0	4450	11030	1.631777988	1.66838606	60.1	77.83046341	0	0	0	18.9304268	69.00732124	12.06225196	-0.103552395	50.2597523	2893654	0	0	0	0	0	0	0	0	0	0	14.80000019	15.19999981	16.89999962	19.20000076	16.10000038	17.5	25.29999924	0	32	0	29.20000076	0	0	13277963807
ALB	2015	97.55390167	22.04920605	0	0	0	0	-969143530	11455595709	2.56	3965.016806	0	4290	11140	1.887809532	0.456205212	63.2529327	0	0	0	0	18.54620412	69.05746201	12.39633387	-0.155183807	50.39767955	2889167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11455595709
ARM	1967	0	0	0	0	6.946	0	0	0	0	0	0	0	0	0	0	0	68.8304878	0	0	0	41.29156692	53.28179767	5.426635411	2.744528696	51.25699641	2332624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2332624
ARM	1968	0	0	0	0	6.653	0	0	0	0	0	0	0	0	0	0	0	69.22926829	0	0	0	40.68177405	53.84766363	5.47056232	2.623700424	51.20784587	2394635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2394635
ARM	1969	0	0	0	0	6.41	0	0	0	0	0	0	0	0	0	0	0	69.60004878	0	0	0	39.95017037	54.52680174	5.523027883	2.545383199	51.17132191	2456370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2456370
ARM	1970	0	0	0	0	6.224	0	0	0	0	0	0	0	0	0	0	0	69.92426829	0	0	0	39.17728978	55.25081718	5.571893037	2.494230545	51.14997252	2518408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2518408
ARM	1971	0	0	0	0	6.098	0	0	0	0	0	0	0	0	0	0	0	70.18287805	0	0	0	38.07761962	56.27030789	5.652072499	2.450889468	51.14363473	2580894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2580894
ARM	1972	0	0	0	0	6.024	0	0	0	0	0	0	0	0	0	0	0	70.36734146	0	0	0	37.12571838	57.17308804	5.701193585	2.395432775	51.14951443	2643464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2643464
ARM	1973	0	0	0	0	5.991	0	0	0	0	0	0	0	0	0	0	0	70.47965854	0	0	0	36.25043614	58.01594037	5.733623499	2.322760719	51.16400008	2705584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2705584
ARM	1974	0	0	0	0	5.993	0	0	0	0	0	0	0	0	0	0	0	70.52634146	0	0	0	35.33565034	58.89636526	5.767984399	2.226339053	51.18252518	2766495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2766495
ARM	1975	0	0	0	0	6.017	0	0	0	0	0	0	0	0	0	0	0	70.53192683	0	0	0	34.34070037	59.84746872	5.811830906	2.115725061	51.20149346	2825650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2825650
ARM	1976	0	0	0	0	6.05	0	0	0	0	0	0	0	0	0	0	0	70.52941463	0	0	0	33.51198874	60.60861702	5.879394248	2.003437082	51.22246153	2882831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2882831
ARM	1977	0	0	0	0	6.084	0	0	0	0	0	0	0	0	0	0	0	70.54290244	0	0	0	32.58369719	61.46112169	5.955181114	1.901788494	51.2452092	2938181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2938181
ARM	1978	0	0	0	0	6.118	0	0	0	0	0	0	0	0	0	0	0	70.58297561	0	0	0	31.67027301	62.31466125	6.01506574	1.813600327	51.26298733	2991954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2991954
ARM	1979	0	0	0	0	6.153	0	0	0	0	0	0	0	0	0	0	0	70.64126829	0	0	0	30.92551183	63.05145827	6.023029899	1.74310197	51.26770204	3044564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3044564
ARM	1980	0	0	0	0	6.201	0	0	0	0	0	0	0	0	0	0	0	70.68453659	0	0	0	30.40669858	63.62717671	5.966124708	1.684949897	51.25520864	3096298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3096298
ARM	1981	0	0	0	0	6.284	0	0	0	0	0	0	0	0	0	0	0	70.66160976	0	0	0	30.09846196	64.02131674	5.880221305	1.588804529	51.2237097	3145885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3145885
ARM	1982	0	0	0	0	6.415	0	0	0	0	0	0	0	0	0	0	0	70.5355122	0	0	0	29.99771053	64.25245946	5.749830012	1.482714161	51.17892108	3192877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3192877
ARM	1983	0	0	0	0	6.6	0	0	0	0	0	0	0	0	0	0	0	70.29014634	0	0	0	30.03647183	64.35997397	5.603554198	1.440769912	51.13342381	3239212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3239212
ARM	1984	0	0	0	0	6.835	0	0	0	0	0	0	0	0	0	0	0	69.93568293	0	0	0	30.1061751	64.41308947	5.480735421	1.482407486	51.10372711	3287588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3287588
ARM	1985	0	0	0	0	7.11	0	0	0	0	0	0	0	0	0	0	0	69.5	0	0	0	30.15018506	64.44439253	5.405422403	1.556121994	51.10137409	3339147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3339147
ARM	1986	0	0	0	0	7.411	0	0	0	0	0	0	0	0	0	0	0	69.02429268	0	0	0	30.2140049	64.44530873	5.340686369	1.703334312	51.1261998	3396511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3396511
ARM	1987	0	0	0	0	7.714	0	0	0	0	0	0	0	0	0	0	0	68.56756098	0	0	0	30.27687736	64.41643665	5.306685982	1.766805303	51.17455498	3457054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3457054
ARM	1988	0	0	0	0	7.998	0	0	0	0	0	0	0	0	0	0	0	68.18209756	0	0	0	30.34569181	64.33044414	5.323864052	1.532431958	51.24945911	3510439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3510439
ARM	1989	98.75196075	0	0	0	8.249	0	0	0	0	0	0	0	0	0	0	0	67.8995122	0	0	0	30.3976041	64.17930291	5.423092991	0.915369281	51.35489116	3542720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3542720
ARM	1990	0	17.37626972	0	0	8.453	0	0	2256838858	0	636.68069	0	0	2330	0	0	0	67.74780488	0	0	0	30.37076533	64.00779193	5.621442748	0.055732592	51.49373924	3544695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256838858
ARM	1991	0	24.97346072	0	0	8.604	0	0	2068526522	-11.69999848	589.0029482	0	0	2220	0	79.3861043	0	67.73829268	0	0	0	30.34395509	63.59333605	6.062708861	-0.92915011	51.6689769	3511912	0	0	0	0	0	0	0	0	0	0	21.39999962	0	18.79999924	0	20	0	47.09999847	0	35.5	0	40.40000153	0	0	2068526522
ARM	1992	0	31.04272063	0	1.599895579	8.706	0	0	1272577522	-41.80000275	368.9168368	0	310	1130	0	568.80733	0	67.85334146	0	0	0	30.23893049	63.1530916	6.607977917	-1.79321952	51.87895511	3449497	0	8.300000191	0	0	74.59999847	0	0	17.10000038	0	0	20.39999962	0	18	0	19.10000038	0	43.20000076	0	33.59999847	0	37.59999847	0	0	1272577522
ARM	1993	0	51.36559092	0	0.758500602	8.766	0	-800000	1201313196	-8.799998792	356.5073514	0	330	1180	0	1391.166461	0	68.06956098	0	0	0	30.05021556	62.7331198	7.216664644	-2.34127163	52.11458204	3369673	0	11.19999981	0	0	74.30000305	0	0	14.5	0	0	20.79999924	0	18.79999924	0	19.79999924	0	47	0	35.90000153	0	40.59999847	0	0	1201313196
ARM	1994	0	44.8709973	0	0.822581425	8.787	0	-8000000	1315158670	5.40000279	399.7512025	0	400	1420	3373.474139	4107.296786	0.009117014	68.37665854	0	0	0	29.7934949	62.3878894	7.818615702	-2.394546762	52.35744206	3289943	0	7.300000191	0	0	76.09999847	0	0	16.60000038	0	0	19.89999962	0	17.70000076	0	18.79999924	0	42.20000076	0	32.70000076	0	36.79999924	0	0	1315158670
ARM	1995	0	42.25531295	0	1.058059868	8.773	0	-25320000	1468317350	6.899998407	455.5502761	0	450	1580	175.9513255	161.1639176	0.052743123	68.76356098	0	0	0	29.48923313	62.14466304	8.366103836	-2.050396131	52.58603866	3223173	0	8.699999809	0	0	80.09999847	0	0	11.19999981	0	0	28.29999924	0	20.10000038	0	24	0	59	0	39.20000076	0	47.79999924	0	0	1468317350
ARM	1996	0	36.82596272	0	0.807718159	8.731	0	-17570000	1596968913	5.865400748	503.2319696	44.42	520	1780	18.68118564	19.5917703	0.094572902	69.21685366	0	0	0	28.90432262	62.32855669	8.767120698	-1.555483182	52.79415773	3173425	0	9.5	0	0	78.69999695	0	0	11.80000019	0	0	20.39999962	0	17.89999962	0	19.10000038	0	43.09999847	0	33.40000153	0	37.70000076	0	0	1596968913
ARM	1997	0	31.96867743	0	1.030800739	8.671	0	-51940000	1639492424	3.321079696	522.522072	0	560	1950	13.96076412	17.73599451	0.111650935	69.71641463	0	0	0	28.23914188	62.68614238	9.074715743	-1.133669677	52.97270061	3137652	0	8.800000191	0	0	78.69999695	0	0	12.39999962	0	0	19.70000076	34.40000153	15.60000038	38	17.60000038	36.40000153	42.5	0	31.89999962	0	36.59999847	0	0	1639492424
ARM	1998	0	33.99572797	0	1.080206993	8.602	0	-220829000	1893726437	7.3	608.3366487	0	590	2080	8.672486324	10.69849775	0.128659478	70.24021951	0	0	0	27.49526335	63.16924289	9.335493765	-0.790134994	53.09021195	3112958	0	7.5	0	0	80.30000305	0	0	12.19999981	0	0	19.89999962	0	16.79999924	0	18.29999924	0	41.29999924	0	31.5	0	35.90000153	0	0	1893726437
ARM	1999	0	29.46402128	0	0.974288743	8.534	0	-122034000	1845482181	3.3	596.5059963	36.22	610	2190	0.64824576	0.053804078	0.970737757	70.76709756	0	0	0	26.689885	63.68221163	9.627903369	-0.616682622	53.11026498	3093820	0	7.099999905	0	0	81.40000153	0	0	11.5	0	0	20.10000038	0	16.5	0	18.29999924	0	41.70000076	0	31.60000038	0	36.20000076	0	0	1845482181
ARM	2000	0	25.54787016	0	1.126529454	8.475	28.9	-104188500	1911563665	5.9	621.4248263	0	660	2380	-0.790883769	-1.373675997	1.300470022	71.27658537	0	0	0	25.860522	64.145063	9.994415002	-0.574466265	53.00903937	3076098	0	6.800000191	0	0	81.19999695	0	0	12	0	0	20.10000038	0	17.79999924	0	18.89999962	0	40.59999847	0	31.39999962	0	35.5	0	19.1	1911563665
ARM	2001	99.40016174	28.32815471	0	1.15760795	8.431	0	-69868500	2118467913	9.556641496	692.3016309	35.36	710	2690	3.145904647	4.06913994	1.631094667	71.75582927	0	0	0	24.90153711	64.68819321	10.41026968	-0.523523009	52.78970574	3060036	48.3	6.199999809	0	0	81.40000153	0	0	12.39999962	0	0	40.09999847	40.20000076	31.89999962	31.89999962	35.90000153	35.90000153	56.29999924	56.40000153	41.79999924	41.90000153	48.20000076	48.20000076	0	2118467913
ARM	2002	0	25.96189882	0	0.998805808	8.403	0	-110723793.8	2376335048	13.18630053	779.8296261	34.78	800	3120	1.060049293	2.369787813	1.960405046	72.20160976	0	0	0	24.02550628	65.10833214	10.86616158	-0.418746421	52.46715972	3047249	0	5.599999905	0	0	81.90000153	0	0	12.60000038	0	0	33.79999924	0	22.29999924	0	27.79999924	0	66	0	44.5	0	53.90000153	0	0	2376335048
ARM	2003	0	23.68209805	0	1.1291735	8.39	0	-122493745.7	2807061009	14.04079506	924.4640098	33.03	950	3630	4.721553366	4.561098398	4.575217225	72.60958537	0	0	0	23.23683812	65.48520956	11.27795233	-0.35600265	52.04678536	3036420	0	5.400000095	0	0	81.59999847	0	0	13	0	0	35.20000076	0	22.70000076	0	28.60000038	0	68.30000305	0	46.29999924	0	55.90000153	0	0	2807061009
ARM	2004	0	24.6622	0	1.20456698	8.396	0	-247541435.8	3576615240	10.46784186	1181.968445	37.51	1160	4120	6.961261359	6.309532717	4.899008571	72.9737561	0	0	0	22.53007453	65.93228248	11.53764299	-0.344352298	51.53755045	3025982	0	5.199999809	0	0	81.5	0	0	13.30000019	0	0	38.79999924	0	29.10000038	0	33.59999847	0	59.5	0	43	0	50.09999847	0	0	3576615240
ARM	2005	0	20.89251738	0	1.443730955	8.421	35.9	-287177717.9	4900469515	13.86571125	1625.407769	35.99	1520	4910	0.642343268	3.239836253	5.252983352	73.28739024	0	0	0	21.90269251	66.49639111	11.60091638	-0.366336612	50.95871628	3014917	0	6.199999809	0	0	79.80000305	0	0	14	0	0	34.59999847	0	22.10000038	0	27.79999924	0	68.09999847	0	46.20000076	0	55.5	0	9.9	4900469515
ARM	2006	0	20.45109791	0	1.459636908	8.462	0	-444595432.3	6384451606	13.19800352	2126.618661	32.49	1990	5790	2.892356625	4.619857666	5.631787777	73.54826829	0	0	0	21.523829	66.96043283	11.51573816	-0.423993809	50.27641755	3002161	0	5.800000191	0	0	79.80000305	0	0	14.39999962	0	0	35.70000076	0	23	0	28.60000038	0	67.59999847	0	46.40000153	0	55.29999924	0	0	6384451606
ARM	2007	0	20.28206022	0	1.694755259	8.517	0	-653884497	9206301700	13.74920196	3080.970959	29.83	2710	6830	4.407360896	4.232770382	6.021253397	73.76465854	0	0	0	21.16982032	67.52844684	11.30173283	-0.468893956	49.52081863	2988117	0	9	6.300000191	13.30000019	69.80000305	72.40000153	65.80000305	21	21.20000076	20.79999924	36.20000076	35	22.5	21.89999962	28.39999962	28.39999962	71.69999695	69.40000153	48.79999924	47.20000076	58.29999924	57.59999847	0	9206301700
ARM	2008	0	18.39812089	0	1.868611029	8.582	0	-925045079.7	11662040714	6.900000002	3919.975474	30.71	3520	7520	8.949953354	5.989562359	6.21	73.945	0	0	0	20.86722516	68.1093865	11.02338834	-0.438963628	48.85394394	2975029	27.6	6.5	3.200000048	10.19999981	71.80000305	73.09999847	70.19999695	21.5	23.5	19.20000076	19.29999924	18.60000038	14.30000019	14.39999962	16.39999962	16.39999962	42.59999847	43.09999847	31.79999924	32.09999847	36.20000076	36.59999847	0	11662040714
ARM	2009	0	18.9138923	0	1.469960972	8.655	0	-709641619.6	8647936748	-14.14998864	2915.583906	29.58	3250	6410	3.406766827	2.556935054	15.3	74.09582927	41.90000153	48.79999924	35.09999847	20.64951782	68.59207419	10.75840799	-0.300313112	48.49560434	2966108	34.1	6.199999809	3.299999952	9.100000381	72.09999847	73.19999695	71	21.79999924	23.70000076	19.89999962	19.89999962	19.79999924	17.79999924	17.79999924	18.70000076	18.70000076	47	47.20000076	36	36.09999847	40.20000076	40.79999924	0	8647936748
ARM	2010	0	19.15305157	0	1.422998378	8.738	37.1	-521376646.9	9260284938	2.199999999	3124.784018	31.07	3370	6690	8.181575544	7.768715482	25	74.22634146	51.5	59.70000076	42.40000153	20.51495936	68.93729568	10.54774496	-0.088100324	48.59132592	2963496	35.8	5.900000095	2.599999905	9.5	70.69999695	71.19999695	70	23.39999962	26.20000076	20.39999962	21.39999962	21.20000076	17.29999924	17	19	19	48.70000076	48	32.29999924	31.89999962	38.29999924	38.79999924	7.2	9260284938
ARM	2011	99.74440765	22.81541556	0	1.656830697	8.834	0	-437333958.8	10142111334	4.699999999	3417.171836	31.32	3420	7050	7.651233638	4.281549998	32	74.34282927	52.70000076	0	0	19.94640133	69.60802349	10.44557518	0.151328197	49.22540014	2967984	35	6.5	3.5	9.800000191	66.5	67.40000153	65.5	26.89999962	29.10000038	24.60000038	19.79999924	19.60000038	17.39999962	17.29999924	18.39999962	18.39999962	44.90000153	45	34.90000153	35	38.70000076	39.20000076	0	10142111334
ARM	2012	0	20.06807001	0	1.912089591	8.943	0	-480833942	10619320049	7.200000003	3565.517575	30.48	3760	7700	2.5554709	5.345804416	37.5	74.45209756	52.70000076	0	0	19.43791489	70.16044849	10.40163662	0.348282812	50.30911525	2978339	32.4	6	0	0	42.09999847	0	0	51.90000153	0	0	18.29999924	18.20000076	16.5	16.5	17.29999924	17.29999924	40.79999924	40.70000076	31.60000038	31.5	35	35.40000153	0	10619320049
ARM	2013	0	20.7403686	0	1.837058919	9.063	0	-319518381.2	11121465767	3.300000002	3716.828923	31.54	3930	8110	5.793787917	3.36682464	41.9	74.56136585	0	0	0	19.01308472	70.54614142	10.44077385	0.46404666	51.60437566	2992192	32	6	2.200000048	10.5	41.40000153	35.90000153	48.09999847	52.59999847	61.90000153	41.40000153	17.5	18.10000038	15.19999981	14.39999962	16.20000076	16.20000076	38.09999847	41.5	29.29999924	31.79999924	32.5	36.09999847	0	11121465767
ARM	2014	0	20.80688276	0	0	9.19	0	-388308435.2	11644438423	3.499999999	3873.533566	31.48	4020	8490	2.980988073	2.71611113	54.62280586	74.67570732	0	0	0	18.66368124	70.75672105	10.57959772	0.465529171	52.78452135	3006154	30	0	0	0	0	0	0	0	0	0	18.79999924	0	15.80000019	0	17.10000038	0	41.70000076	0	31.29999924	0	35.09999847	0	0	11644438423
ARM	2015	99.76841736	19.35204045	0	0	0	0	-167714144.1	10561401185	3.000000001	3499.804218	0	3880	8720	3.726586028	1.183531148	58.24933222	0	0	0	0	18.38389482	70.79012179	10.82598339	0.383740747	53.62344054	3017712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10561401185
AUT	1967	0	0	0	5.417736727	12.9	0	0	11579431669	3.008047798	1569.667183	0	1560	0	3.974999999	3.247762568	0	69.91780488	0	0	0	23.98429518	62.52358151	13.4921233	0.74742522	53.14787075	7376998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11579431669
AUT	1968	0	0	0	5.711110104	12.9	0	0	12440625313	4.472312782	1677.673528	0	1680	0	2.773102508	2.838031951	0	70.05756098	0	0	0	24.2773358	62.05492345	13.66774075	0.519254262	53.10552689	7415403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12440625313
AUT	1969	0	0	0	6.006325178	13.3	0	0	13582798556	6.275867166	1825.386126	0	1850	0	3.080402402	2.733572877	0	69.83317073	0	0	0	24.48918502	61.68553757	13.82527742	0.345331646	53.06359191	7441055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13582798556
AUT	1970	0	0	0	6.788807307	13.2	0	0	15335972268	5.546028411	2053.809514	0	2050	0	4.372824936	6.974830246	0	69.91463415	0	0	0	24.57842116	61.45443534	13.9671435	0.349218946	53.02267214	7467086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15335972268
AUT	1971	0	0	0	6.953651912	13	0	0	17815464919	5.114968735	2375.242674	0	2300	0	4.704262105	6.20437215	0	70.11463415	0	0	0	24.53180911	61.30223422	14.16595667	0.446245581	52.98276611	7500482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17815464919
AUT	1972	0	0	0	7.448516814	12.6	0	0	22006470861	6.207860972	2917.004844	0	2750	0	6.362062998	7.599931998	0	70.46341463	0	0	0	24.36219741	61.30275191	14.33505069	0.581190352	52.94384749	7544201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22006470861
AUT	1973	0	0	0	7.930866985	12.2	0	0	29444365310	4.890435421	3881.349717	0	3560	0	7.52408227	8.045543189	0	71.01463415	0	0	0	24.08087986	61.44013791	14.47898222	0.554041399	52.90636505	7586115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29444365310
AUT	1974	0	0	0	7.562697278	12.4	0	0	35104529078	3.942138086	4619.601728	0	4640	0	9.521791768	9.502138733	0	71.01219512	0	0	0	23.7207106	61.67890964	14.60037976	0.170205768	52.87081001	7599038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35104529078
AUT	1975	0	0	0	7.176844855	12.7	0	0	39962704274	-0.363735688	5272.887682	0	5520	0	8.445255071	6.45777596	0	71.11463415	0	0	0	23.30357684	61.9972528	14.69917036	-0.265319411	52.83733724	7578903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39962704274
AUT	1976	0	5.775380631	0	7.721250012	12.6	0	0	42856485618	4.578445396	5664.707422	0	5960	0	7.31868916	5.62491905	0	71.56585366	0	0	0	22.77933031	62.31849244	14.90217725	-0.176672285	52.80606762	7565525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42856485618
